Año,Código Único,Nivel Global,Nivel Carrera,Nombre Carrera,Área Carrera Genérica,Tipo Carrera,Versión,Área del conocimiento,Acreditación Carrera o Programa,Modalidad,Jornada,Nombre Sede,Nombre Título,Grado Académico,Año Inicio,Vacantes Semestre Uno,Vacantes Semestre Dos,Arancel Anual,Duración Total,Vigencia
2010,I73S2C107J1V1,Posgrado,Doctorado,DOCTORADO EN CIENCIAS APLICADAS MENCION SISTEMAS MARINOS COSTEROS,Doctorado en Ciencias Básicas,Plan Regular,111,Ciencias Básicas,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,"DOCTOR EN CIENCIAS APLICADAS, MENCION SISTEMAS MARINOS COSTEROS",2006,10,0,1350000,8,Vigente con estudiantes nuevos
2010,I73S2C108J1V1,Posgrado,Doctorado,DOCTORADO EN CIENCIAS BIOLOGICAS,Doctorado en Ciencias Básicas,Plan Regular,1,Ciencias Básicas,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,DOCTOR EN CIENCIAS BIOLOGICAS,2006,10,0,1400000,8,Vigente con estudiantes nuevos
2010,I73S2C106J1V1,Posgrado,Doctorado,DOCTORADO EN CIENCIAS DE LA INGENIERIA M/ PROCESAMIENTO DE MINERALES,Doctorado en Tecnología,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,DOCTOR EN INGENIERIA DE PROCESOS DE MINERALES,2006,10,0,2400000,8,Vigente con estudiantes nuevos
2010,I73S2C109J1V1,Posgrado,Doctorado,DOCTORADO EN QUIMICA,Doctorado en Ciencias Básicas,Plan Regular,1,Ciencias Básicas,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,DOCTOR EN QUIMICA,2006,10,0,2500000,8,Vigente con estudiantes nuevos
2010,I73S2C104J1V1,Posgrado,Magister,MAGISTER CIENCIAS CON MENCION,Magister en Ciencias Básicas,Plan Regular,1,Ciencias Básicas,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,MAGISTER EN CIENCIAS CON MENCION EN ESTADISTICA INDUSTRIAL O MATEMATICAS APLICADAS,2004,20,0,1500000,4,Vigente con estudiantes nuevos
2010,I73S2C103J1V1,Posgrado,Magister,MAGISTER EN BIOLOGIA,Magister en Ciencias Básicas,Plan Regular,1,Ciencias Básicas,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,MAGISTER EN BIOLOGIA,2009,20,0,1400000,4,Vigente con estudiantes nuevos
2010,I73S2C113J1V1,Posgrado,Magister,"MAGISTER EN CIENCIAS BIOMEDICAS M/ BIOLOGIA DE LA REPRODUCCION, MICROBIOLOGIA APLICADA O FISIOLOGIA APLICADA",Magister en Salud,Plan Regular,1,Salud,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,"MAGISTER EN CIENCIAS BIOMEDICAS MENCION BIOLOGIA DE LA REPRODUCCION, MICROBIOLOGIA APLICADA O FISIOLOGIA APLICADA",2000,20,0,1100000,4,Vigente con estudiantes nuevos
2010,I73S2C101J1V1,Posgrado,Magister,MAGISTER EN CIENCIAS DE LA INGENIERIA M/ INGENIERIA DE PROCESOS DE MINERALES,Magister en Tecnología,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,"MAGISTER EN CIENCIAS DE LA INGENIERIA, MENCION INGENIERIA DE PROCESOS DE MINERALES",1998,20,0,1450000,3,Vigente con estudiantes nuevos
2010,I73S2C100J1V1,Posgrado,Magister,MAGISTER EN CIENCIAS ODONTOLOGICAS,Magister en Salud,Plan Regular,1,Salud,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,"MAGISTER EN CIENCIAS ODONTOLOGICAS CON MENCION EN CIRUGIA Y TRAUMATOLOGIA MAXILOFACIAL, PERIODONCIA O REHABILITACION ORAL",2006,20,0,4000000,6,Vigente con estudiantes nuevos
2010,I73S2C102J1V1,Posgrado,Magister,MAGISTER EN CIENCIAS SOCIALES,Magister en Ciencias Sociales,Plan Regular,1,Ciencias Sociales,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,"MAGISTER EN CIENCIAS SOCIALES CON MENCION EN TRABAJO SOCIAL, GESTION DIRECTIVA O COMUNICACION CORPORATIVA",2007,20,0,142000,3,Vigente con estudiantes nuevos
2010,I73S2C148J1V1,Posgrado,Magister,MAGISTER EN DERECHO,Magister en Derecho,Plan Regular,1,Derecho,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,"MAGISTER EN DERECHO CON MENCION EN DERECHO DE FAMILIA, MENCION DERECHO LABORAL, MENCION DE LOS RECURSOS NATURALES",2006,20,0,1700000,4,Vigente con estudiantes nuevos
2010,I73S2C149J1V1,Posgrado,Magister,MAGISTER EN DESARROLLO ENERGETICO,Magister en Tecnología,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,MAGISTER EN DESARROLLO ENERGETICO,2010,20,0,2500000,4,Vigente con estudiantes nuevos
2010,I73S2C150J1V1,Posgrado,Magister,MAGISTER EN INGENIERIA Y TECNOLOGIA DE LOS MATERIALES,Magister en Tecnología,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,MAGISTER EN INGENIERIA Y TECNOLOGIA DE LOS MATERIALES,2010,20,0,2000000,4,Vigente con estudiantes nuevos
2010,I73S2C105J1V1,Posgrado,Magister,MAGISTER EN MEDIO AMBIENTE Y DESARROLLO SUSTENTABLE,Magister en Tecnología,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,MAGISTER EN MEDIO AMBIENTE Y DESARROLLO SUSTENTABLE,2006,20,0,1534278,4,Vigente con estudiantes nuevos
2010,I73S2C110J1V1,Posgrado,Magister,MAGISTER EN SALUD PUBLICA,Magister en Salud,Plan Regular,1,Salud,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,MAGISTER EN SALUD PUBLICA,2006,20,0,2351860,4,Vigente con estudiantes nuevos
2010,I73S2C111J1V1,Postítulo,Especialidad Médica U Odontológica,ESPECIALIDAD EN PEDIATRIA,Postítulo en Salud,Plan Regular,1,Salud,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,ESPECIALISTA EN PEDIATRIA,2007,3,0,2800000,3,Vigente con estudiantes nuevos
2010,I73S2C112J1V1,Postítulo,Especialidad Médica U Odontológica,ESPECIALIDADES EN ODONTOLOGIA,Postítulo en Salud,Plan Regular,1,Salud,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,ESPECIALIZACION EN ODONTOPEDIATRIA-ESPECIALIZACION EN PERIODONCIA-ESPECIALIZACION EN REHABILITACION ORAL MENCION PROSTODONCIA E IMPLANTOLOGIA,2007,0,0,0,4,Vigente sin estudiantes nuevos
2010,I73S2C145J1V1,Postítulo,Especialidad Médica U Odontológica,ESPECIALIZACION EN ODONTOPEDIATRIA,Postítulo en Salud,Plan Regular,1,Salud,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,ESPECIALIZACION EN ODONTOPEDIATRIA,2007,5,0,3900000,4,Vigente con estudiantes nuevos
2010,I73S2C146J1V1,Postítulo,Especialidad Médica U Odontológica,ESPECIALIZACION EN PERIODONCIA,Postítulo en Salud,Plan Regular,1,Salud,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,ESPECIALIZACION EN PERIODONCIA,2007,5,0,3900000,4,Vigente con estudiantes nuevos
2010,I73S2C147J1V1,Postítulo,Especialidad Médica U Odontológica,"ESPECIALIZACION EN REHABILITACION ORAL, MENCION PROSTODONCIA E IMPLANTOLOGIA",Postítulo en Salud,Plan Regular,1,Salud,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,"ESPECIALIZACION EN REHABILITACION ORAL, MENCION PROSTODONCIA E IMPLANTOLOGIA",2007,5,0,5000000,4,Vigente con estudiantes nuevos
2010,I73S1C22J4V1,Postítulo,Postítulo,INGENIERIA EN ACUICULTURA,Postítulo en Agropecuaria,Plan Especial,1,Agropecuaria,,,A Distancia,CASA CENTRAL (ANTOFAGASTA),INGENIERO EN ACUICULTURA,NO OTORGA GRADO,2010,30,0,1210000,2,Vigente con estudiantes nuevos
2010,I73S1C161J4V1,Postítulo,Postítulo,PROFESOR DE BIOLOGIA Y CIENCIAS NATURALES,Postítulo en Educación,Plan Especial,1,Educación,,,A Distancia,CASA CENTRAL (ANTOFAGASTA),PROFESOR DE BIOLOGIA Y CIENCIAS,NO OTORGA GRADO,2010,10,0,1425000,4,Vigente con estudiantes nuevos
2010,I73S1C117J4V1,Postítulo,Postítulo,PROFESOR DE EDUCACION DIFERENCIAL MENCION EN LENGUAJE,Postítulo en Educación,Plan Especial,1,Educación,,,A Distancia,CASA CENTRAL (ANTOFAGASTA),PROFESOR DE EDUCACION DIFERENCIAL MENCION LENGUAJE,NO OTORGA,2007,35,0,825000,2,Vigente con estudiantes nuevos
2010,I73S1C118J4V1,Postítulo,Postítulo,PROFESOR DE EDUCACION ESPECIAL MENCION DEFICIENCIA MENTAL,Postítulo en Educación,Plan Especial,1,Educación,,,A Distancia,CASA CENTRAL (ANTOFAGASTA),PROFESOR DE EDUCACION ESPECIAL MENCION DEFICIENCIA MENTAL,NO OTORGA,2008,30,0,825000,2,Vigente con estudiantes nuevos
2010,I73S1C119J4V1,Postítulo,Postítulo,PROFESOR DE EDUCACION ESPECIAL MENCION LENGUAJE,Postítulo en Educación,Plan Especial,1,Educación,,,A Distancia,CASA CENTRAL (ANTOFAGASTA),PROFESOR DE EDUCACION ESPECIAL MENCION LENGUAJE,NO OTORGA,2003,20,0,825000,2,Vigente con estudiantes nuevos
2010,I73S2C1J1V1,Pregrado,Profesional Con Licenciatura,ADMINISTRACION DE EMPRESAS,Administración de Empresas e Ing. Asociadas,Plan Regular,1,Administración y Comercio,,,Diurna,SEDE CAMPUS COLOSO,ADMINISTRADOR DE EMPRESAS MENCION EN RECURSOS HUMANOS,LICENCIADO EN CIENCIAS DE LA ADMINISTRACION,1994,30,0,2141000,10,Vigente con estudiantes nuevos
2010,I73S2C2J1V1,Pregrado,Profesional Con Licenciatura,ADMINISTRACION PUBLICA,Administración Pública,Plan Regular,1,Ciencias Sociales,,,Diurna,SEDE CAMPUS COLOSO,ADMINISTRADOR PUBLICO,LICENCIADO EN CIENCIAS DE LA ADMINISTRACION,1994,30,0,2213000,10,Vigente con estudiantes nuevos
2010,I73S2C3J1V1,Pregrado,Técnico de Nivel Superior,ANALISIS QUIMICO,Técnico en Química (Análisis e Industrial),Plan Regular,1,Ciencias Básicas,,,Diurna,SEDE CAMPUS COLOSO,ANALISTA QUIMICO,BACHILLER EN QUIMICA,1981,0,0,2164000,6,Vigente con estudiantes nuevos
2010,I73S2C48J1V1,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",BACHILLLERATO EN CIENCIAS,Bachillerato y/o Licenciatura en Ciencias Básicas,Plan Regular,1,Ciencias Básicas,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,BACHILLER EN CIENCIAS,2004,20,0,1709000,4,Vigente con estudiantes nuevos
2010,I73S2C40J1V1,Pregrado,Profesional Con Licenciatura,BIOQUIMICA,Bioquímica,Plan Regular,1,Ciencias Básicas,,,Diurna,SEDE CAMPUS COLOSO,BIOQUIMICO,LICENCIADO EN BIOQUIMICA,2006,35,0,2566000,10,Vigente con estudiantes nuevos
2010,I73S2C10J1V1,Pregrado,Profesional Con Licenciatura,BIOTECNOLOGIA,Biotecnología,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,BIOTECNOLOGO,LICENCIADO EN BIOTECNOLOGIA,2007,35,0,2532000,10,Vigente con estudiantes nuevos
2010,I73S2C4J1V1,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",CICLO BASICO EN QUIMICA,"Química, Licenciado en Química",Plan Regular,1,Ciencias Básicas,,,Diurna,SEDE CAMPUS COLOSO,NO OTORGA TITULO,BACHILLER EN QUIMICA,1993,20,0,2164000,4,Vigente con estudiantes nuevos
2010,I73S2C5J1V1,Pregrado,Profesional Con Licenciatura,DERECHO,Derecho,Plan Regular,1,Derecho,,,Diurna,SEDE CAMPUS COLOSO,ABOGADO (OTORGADO POR LA CORTE SUPREMA),LICENCIADO EN CIENCIAS JURIDICAS,1993,70,0,2620000,12,Vigente con estudiantes nuevos
2010,I73S2C6J1V1,Pregrado,Profesional Sin Licenciatura,DISEÑO GRAFICO PUBLICITARIO,Diseño Gráfico,Plan Regular,1,Arte y Arquitectura,,,Diurna,SEDE CAMPUS COLOSO,DISENADOR GRAFICO PUBLICITARIO,SIN GRADO,1981,40,0,2335000,10,Vigente con estudiantes nuevos
2010,I73S2C7J1V1,Pregrado,Profesional Con Licenciatura,ECOLOGIA MARINA MENCION EN MANEJO DE RECURSOS O IMPACTO AMBIENTAL,Biología Marina y Ecología Marina,Plan Regular,1,Ciencias Básicas,,,Diurna,SEDE CAMPUS COLOSO,ECOLOGO MARINO MENCION MANEJO DE RECURSOS O IMPACTO AMBIENTAL,LICENCIADO EN CIENCIAS ECOLOGICAS,2002,20,0,2213000,10,Vigente con estudiantes nuevos
2010,I73S2C8J1V1,Pregrado,Profesional Con Licenciatura,EDUCACION PARVULARIA,Pedagogía en Educación de Párvulos,Plan Regular,1,Educación,,,Diurna,SEDE CAMPUS COLOSO,EDUCADOR(A) DE PARVULOS,LICENCIADO EN EDUCACION,1981,40,0,1823000,9,Vigente con estudiantes nuevos
2010,I73S2C9J1V1,Pregrado,Profesional Con Licenciatura,ENFERMERIA,Enfermería,Plan Regular,1,Salud,,,Diurna,SEDE CAMPUS COLOSO,ENFERMERO(A),LICENCIADO EN ENFERMERIA,1981,50,0,2414000,10,Vigente con estudiantes nuevos
2010,I73S2C38J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL EN GEOMATICA,Ingeniería Civil en Geomática y Geomensura,Plan Regular,1,Ciencias Básicas,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL GEOMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN GEOMATICA,2006,20,0,2449000,12,Vigente con estudiantes nuevos
2010,I73S2C39J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL,Ingeniería Civil Industrial,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL,LICENCIADO EN CIENCIAS DE LA INGENIERIA,2005,0,0,2449000,12,Vigente con estudiantes nuevos
2010,I73S2C39J1V2,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL,Ingeniería Civil Industrial,Plan Especial,2,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL,LICENCIADO EN CIENCIAS DE LA INGENIERIA,2005,0,0,1870000,6,Vigente sin estudiantes nuevos
2010,I73S2C39J1V3,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL,Ingeniería Civil Industrial,Plan Especial,3,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL,LICENCIADO EN CIENCIAS DE LA INGENIERIA,2006,0,0,1870000,6,Vigente sin estudiantes nuevos
2010,I73S2C39J1V4,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL,Ingeniería Civil Industrial,Plan Especial,4,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL,LICENCIADO EN CIENCIAS DE LA INGENIERIA,2007,0,0,1870000,6,Vigente sin estudiantes nuevos
2010,I73S2C39J1V5,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL,Ingeniería Civil Industrial,Plan Especial,5,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL,LICENCIADO EN CIENCIAS DE LA INGENIERIA,2008,0,0,1870000,6,Vigente sin estudiantes nuevos
2010,I73S2C39J1V6,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL,Ingeniería Civil Industrial,Plan Especial,6,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL,LICENCIADO EN CIENCIAS DE LA INGENIERIA,2009,0,0,1870000,6,Vigente sin estudiantes nuevos
2010,I73S2C11J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN ELECTRICIDAD,Ingeniería Civil Industrial,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN ELECTRICIDAD,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN ELECTRICIDAD,1981,0,0,2449000,12,Vigente con estudiantes nuevos
2010,I73S2C14J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN ELECTRONICA,Ingeniería Civil Industrial,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN ELECTRONICA,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN ELECTRONICA,1981,0,0,2449000,12,Vigente con estudiantes nuevos
2010,I73S2C154J1V3,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN MECANICA,Ingeniería Civil Industrial,Plan Especial,3,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL MECANICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION MECANICA,2008,0,0,1907000,6,Vigente sin estudiantes nuevos
2010,I73S2C15J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN MINAS,Ingeniería Civil Industrial,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN MINAS,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN MINAS,1982,0,0,1798000,12,Vigente con estudiantes nuevos
2010,I73S2C15J1V2,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN MINAS,Ingeniería Civil Industrial,Plan Especial,2,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN MINAS,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN MINAS,2010,30,0,1798000,8,Vigente con estudiantes nuevos
2010,I73S2C15J1V3,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN MINAS,Ingeniería Civil Industrial,Plan Especial,3,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN MINAS,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN MINAS,2006,0,0,1798000,8,Vigente sin estudiantes nuevos
2010,I73S2C15J1V4,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN MINAS,Ingeniería Civil Industrial,Plan Especial,4,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN MINAS,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN MINAS,2008,0,0,1798000,8,Vigente sin estudiantes nuevos
2010,I73S2C15J1V5,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN MINAS,Ingeniería Civil Industrial,Plan Especial,5,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN MINAS,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN MINAS,2008,0,0,1798000,8,Vigente sin estudiantes nuevos
2010,I73S2C15J1V7,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN MINAS,Ingeniería Civil Industrial,Plan Especial,7,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN MINAS,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN MINAS,2009,0,0,1798000,8,Vigente sin estudiantes nuevos
2010,I73S2C13J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN QUIMICA,Ingeniería Civil Industrial,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN QUIMICA,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN QUIMICA,1981,0,0,2449000,12,Vigente con estudiantes nuevos
2010,I73S2C115J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL EN SISTEMAS,Ingeniería Civil Industrial,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL EN SISTEMAS,LICENCIADO EN CIENCIAS DE LA INGENIERIA MENCION SISTEMAS,1981,0,0,0,12,Vigente sin estudiantes nuevos
2010,I73S2C12J1V1,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL MECANICA,Ingeniería Civil Industrial,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL MECANICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN MECANICA,1981,0,0,2449000,12,Vigente con estudiantes nuevos
2010,I73S2C12J1V2,Pregrado,Profesional Con Licenciatura,INGENIERIA CIVIL INDUSTRIAL MECANICA,Ingeniería Civil Industrial,Plan Especial,2,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO CIVIL INDUSTRIAL MECANICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA CON MENCION EN MECANICA,2006,0,0,1697000,6,Vigente sin estudiantes nuevos
2010,I73S2C17J1V1,Pregrado,Profesional Sin Licenciatura,INGENIERIA DE EJECUCION EN ELECTRICIDAD,Ingeniería en Electricidad,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN ELECTRICIDAD,SIN GRADO,2000,0,0,2449000,8,Vigente con estudiantes nuevos
2010,I73S2C17J1V2,Pregrado,Profesional Sin Licenciatura,INGENIERIA DE EJECUCION EN ELECTRICIDAD,Ingeniería en Electricidad,Plan Especial,2,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN ELECTRICIDAD,SIN GRADO,2010,30,0,1668000,8,Vigente con estudiantes nuevos
2010,I73S2C16J1V1,Pregrado,Profesional Sin Licenciatura,INGENIERIA DE EJECUCION EN ELECTRONICA,Ingeniería en Electrónica,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN ELECTRONICA,SIN GRADO,1981,0,0,2449000,8,Vigente con estudiantes nuevos
2010,I73S2C18J1V1,Pregrado,Profesional Sin Licenciatura,INGENIERIA DE EJECUCION EN GEOMENSURA,Ingeniería en Geomensura y Cartografía,Plan Regular,1,Ciencias Básicas,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN GEOMENSURA,SIN GRADO,1981,0,0,2449000,8,Vigente con estudiantes nuevos
2010,I73S2C157J1V1,Pregrado,Profesional Sin Licenciatura,INGENIERIA DE EJECUCION EN MECANICA,Ingeniería Mecánica,Plan Especial,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN MECANICA,SIN GRADO,2010,30,0,1768000,8,Vigente con estudiantes nuevos
2010,I73S2C157J1V3,Pregrado,Profesional Sin Licenciatura,INGENIERIA DE EJECUCION EN MECANICA,Ingeniería Mecánica,Plan Especial,3,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN MECANICA,SIN GRADO,2008,0,0,1769000,8,Vigente sin estudiantes nuevos
2010,I73S2C19J1V1,Pregrado,Profesional Sin Licenciatura,INGENIERIA DE EJECUCION EN MINAS,Ingeniería en Minas,Plan Regular,1,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN MINAS,SIN GRADO,1981,0,0,2449000,8,Vigente con estudiantes nuevos
2010,I73S2C19J1V2,Pregrado,Profesional Sin Licenciatura,INGENIERIA DE EJECUCION EN MINAS,Ingeniería en Minas,Plan Especial,2,Tecnología,,,Diurna,SEDE CAMPUS COLOSO,INGENIERO DE EJECUCION EN MINAS,SIN GRADO,2010,30,0,2034000,8,Vigente con estudiantes nuevos
